
url,chainId,tokenAddress,icon,header,openGraph,description,totalAmount,amount
https://dexscreener.com/xrpl/544f4d41544f0000000000000000000000000000.rjmygipmzyuzd1z2ky3gfhkra5wkej3exo,xrpl,544F4D41544F0000000000000000000000000000.rJMygipMZYUzd1z2kY3GFhKRA5wkej3eXo,https://dd.dexscreener.com/ds-data/tokens/xrpl/544f4d41544f0000000000000000000000000000.rjmygipmzyuzd1z2ky3gfhkra5wkej3exo.png,https://dd.dexscreener.com/ds-data/tokens/xrpl/544f4d41544f0000000000000000000000000000.rjmygipmzyuzd1z2ky3gfhkra5wkej3exo/header.png,https://cdn.dexscreener.com/token-images/og/xrpl/544f4d41544f0000000000000000000000000000.rjmygipmzyuzd1z2ky3gfhkra5wkej3exo?timestamp=1735860000000,It\u2019s literally just a tomato on XRP.,150,50
