chainId,dexId,url,pairAddress,baseToken_address,baseToken_name,baseToken_symbol,quoteToken_address,quoteToken_name,quoteToken_symbol,priceNative,priceUsd,txns_m5_buys,txns_m5_sells,txns_h1_buys,txns_h1_sells,txns_h6_buys,txns_h6_sells,txns_h24_buys,txns_h24_sells,volume_h24,volume_h6,volume_h1,volume_m5,priceChange_m5,priceChange_h1,priceChange_h6,priceChange_h24,liquidity_usd,liquidity_base,liquidity_quote,fdv,marketCap,pairCreatedAt,info_imageUrl,info_header,info_openGraph,info_websites_label,info_websites_url,info_socials_type,info_socials_url,boosts_active
solana,raydium,https://dexscreener.com/solana/7hrfaxqgbmlfhp3xfor7vp8zhyypfcfsjvjtf1yyfv6f,7HRfAxqGBmLFHp3XFoR7VP8ZhYYPFCFSJVJtf1yYfV6f,EVRWBUYGN5BdJcwagB7sYHy9cAo6xPUqD1j5VHv6pump,terminal of truths," j\\u29c9nus",So111111111111111111111111111111111111111112,Wrapped SOL,SOL,0.000004720,0.0009812,1,1,5,14,106,105,477,515,224029.17,44605.56,4261.55,511.4,-0.86,-8.29,-12.29,27.44,134987.9,68947756,323.8866,979852,979852,1729132395000,https://dd.dexscreener.com/ds-data/tokens/solana/EVRWBUYGN5BdJcwagB7sYHy9cAo6xPUqD1j5VHv6pump.png?key=0ace86,https://dd.dexscreener.com/ds-data/tokens/solana/EVRWBUYGN5BdJcwagB7sYHy9cAo6xPUqD1j5VHv6pump/header.png?key=0ace86,https://cdn.dexscreener.com/token-images/og/solana/EVRWBUYGN5BdJcwagB7sYHy9cAo6xPUqD1j5VHv6pump?timestamp=1735862400000,Website,https://cyborgism.wiki/hypha/janus,twitter,https://x.com/cryptidhivemind/status/1874125815798997269?s=46&t=SQ-t-AgRcaTvWR_XciXxUQ,100
